['/home/shijiaying/caffe/mjzfile/datatest/val/trilobite/image_0009.jpg', 0]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0021.jpg', 74]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0317.jpg', 3]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0219.jpg', 30]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0044.jpg', 39]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0448.jpg', 70]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0305.jpg', 15]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0278.jpg', 61]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0163.jpg', 30]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0119.jpg', 30]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0352.jpg', 70]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0164.jpg', 14]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0344.jpg', 30]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0239.jpg', 70]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0310.jpg', 44]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0001.jpg', 56]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0086.jpg', 3]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0267.jpg', 61]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0092.jpg', 70]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0434.jpg', 21]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0227.jpg', 30]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0332.jpg', 30]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0273.jpg', 30]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0095.jpg', 85]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0393.jpg', 58]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0230.jpg', 34]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0454.jpg', 96]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0205.jpg', 32]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0171.jpg', 27]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0152.jpg', 1]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0183.jpg', 14]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0362.jpg', 93]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0099.jpg', 54]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0040.jpg', 42]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0084.jpg', 42]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0467.jpg', 81]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0241.jpg', 30]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0322.jpg', 76]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0066.jpg', 14]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0324.jpg', 22]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0006.jpg', 30]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0223.jpg', 30]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0390.jpg', 30]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0329.jpg', 30]
['/home/shijiaying/caffe/mjzfile/datatest/val/BACKGROUND_Google/image_0371.jpg', 3]
['/home/shijiaying/caffe/mjzfile/datatest/val/ceiling_fan/image_0022.jpg', 31]
['/home/shijiaying/caffe/mjzfile/datatest/val/ceiling_fan/image_0026.jpg', 31]
['/home/shijiaying/caffe/mjzfile/datatest/val/ceiling_fan/image_0043.jpg', 31]
['/home/shijiaying/caffe/mjzfile/datatest/val/ceiling_fan/image_0039.jpg', 31]
['/home/shijiaying/caffe/mjzfile/datatest/val/ceiling_fan/image_0036.jpg', 31]
['/home/shijiaying/caffe/mjzfile/datatest/val/ceiling_fan/image_0029.jpg', 31]
['/home/shijiaying/caffe/mjzfile/datatest/val/ceiling_fan/image_0019.jpg', 31]
['/home/shijiaying/caffe/mjzfile/datatest/val/ceiling_fan/image_0025.jpg', 31]
['/home/shijiaying/caffe/mjzfile/datatest/val/ceiling_fan/image_0017.jpg', 31]
['/home/shijiaying/caffe/mjzfile/datatest/val/ceiling_fan/image_0030.jpg', 31]
['/home/shijiaying/caffe/mjzfile/datatest/val/ceiling_fan/image_0032.jpg', 31]
['/home/shijiaying/caffe/mjzfile/datatest/val/ceiling_fan/image_0015.jpg', 31]
['/home/shijiaying/caffe/mjzfile/datatest/val/ceiling_fan/image_0028.jpg', 31]
['/home/shijiaying/caffe/mjzfile/datatest/val/ceiling_fan/image_0044.jpg', 31]
['/home/shijiaying/caffe/mjzfile/datatest/val/ceiling_fan/image_0001.jpg', 48]
['/home/shijiaying/caffe/mjzfile/datatest/val/ceiling_fan/image_0006.jpg', 31]
['/home/shijiaying/caffe/mjzfile/datatest/val/wrench/image_0018.jpg', 39]
['/home/shijiaying/caffe/mjzfile/datatest/val/wrench/image_0022.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/wrench/image_0012.jpg', 87]
['/home/shijiaying/caffe/mjzfile/datatest/val/wrench/image_0037.jpg', 100]
['/home/shijiaying/caffe/mjzfile/datatest/val/wrench/image_0007.jpg', 87]
['/home/shijiaying/caffe/mjzfile/datatest/val/wrench/image_0030.jpg', 32]
['/home/shijiaying/caffe/mjzfile/datatest/val/wrench/image_0016.jpg', 87]
['/home/shijiaying/caffe/mjzfile/datatest/val/wrench/image_0027.jpg', 7]
['/home/shijiaying/caffe/mjzfile/datatest/val/pagoda/image_0045.jpg', 33]
['/home/shijiaying/caffe/mjzfile/datatest/val/pagoda/image_0039.jpg', 33]
['/home/shijiaying/caffe/mjzfile/datatest/val/pagoda/image_0036.jpg', 33]
['/home/shijiaying/caffe/mjzfile/datatest/val/pagoda/image_0012.jpg', 33]
['/home/shijiaying/caffe/mjzfile/datatest/val/pagoda/image_0019.jpg', 33]
['/home/shijiaying/caffe/mjzfile/datatest/val/pagoda/image_0003.jpg', 33]
['/home/shijiaying/caffe/mjzfile/datatest/val/pagoda/image_0005.jpg', 33]
['/home/shijiaying/caffe/mjzfile/datatest/val/pagoda/image_0008.jpg', 33]
['/home/shijiaying/caffe/mjzfile/datatest/val/pagoda/image_0030.jpg', 33]
['/home/shijiaying/caffe/mjzfile/datatest/val/pagoda/image_0033.jpg', 33]
['/home/shijiaying/caffe/mjzfile/datatest/val/pagoda/image_0027.jpg', 85]
['/home/shijiaying/caffe/mjzfile/datatest/val/pagoda/image_0032.jpg', 33]
['/home/shijiaying/caffe/mjzfile/datatest/val/pagoda/image_0021.jpg', 33]
['/home/shijiaying/caffe/mjzfile/datatest/val/pagoda/image_0044.jpg', 33]
['/home/shijiaying/caffe/mjzfile/datatest/val/pagoda/image_0001.jpg', 33]
['/home/shijiaying/caffe/mjzfile/datatest/val/pagoda/image_0006.jpg', 33]
['/home/shijiaying/caffe/mjzfile/datatest/val/camera/image_0047.jpg', 34]
['/home/shijiaying/caffe/mjzfile/datatest/val/camera/image_0036.jpg', 70]
['/home/shijiaying/caffe/mjzfile/datatest/val/camera/image_0012.jpg', 34]
['/home/shijiaying/caffe/mjzfile/datatest/val/camera/image_0010.jpg', 34]
['/home/shijiaying/caffe/mjzfile/datatest/val/camera/image_0004.jpg', 34]
['/home/shijiaying/caffe/mjzfile/datatest/val/camera/image_0037.jpg', 34]
['/home/shijiaying/caffe/mjzfile/datatest/val/camera/image_0003.jpg', 34]
['/home/shijiaying/caffe/mjzfile/datatest/val/camera/image_0024.jpg', 34]
['/home/shijiaying/caffe/mjzfile/datatest/val/camera/image_0025.jpg', 34]
['/home/shijiaying/caffe/mjzfile/datatest/val/camera/image_0008.jpg', 70]
['/home/shijiaying/caffe/mjzfile/datatest/val/camera/image_0030.jpg', 34]
['/home/shijiaying/caffe/mjzfile/datatest/val/camera/image_0042.jpg', 63]
['/home/shijiaying/caffe/mjzfile/datatest/val/camera/image_0016.jpg', 34]
['/home/shijiaying/caffe/mjzfile/datatest/val/camera/image_0027.jpg', 34]
['/home/shijiaying/caffe/mjzfile/datatest/val/camera/image_0041.jpg', 34]
['/home/shijiaying/caffe/mjzfile/datatest/val/camera/image_0021.jpg', 34]
['/home/shijiaying/caffe/mjzfile/datatest/val/camera/image_0044.jpg', 34]
['/home/shijiaying/caffe/mjzfile/datatest/val/camera/image_0001.jpg', 34]
['/home/shijiaying/caffe/mjzfile/datatest/val/camera/image_0040.jpg', 34]
['/home/shijiaying/caffe/mjzfile/datatest/val/emu/image_0002.jpg', 35]
['/home/shijiaying/caffe/mjzfile/datatest/val/emu/image_0047.jpg', 41]
['/home/shijiaying/caffe/mjzfile/datatest/val/emu/image_0023.jpg', 15]
['/home/shijiaying/caffe/mjzfile/datatest/val/emu/image_0022.jpg', 72]
['/home/shijiaying/caffe/mjzfile/datatest/val/emu/image_0031.jpg', 35]
['/home/shijiaying/caffe/mjzfile/datatest/val/emu/image_0012.jpg', 35]
['/home/shijiaying/caffe/mjzfile/datatest/val/emu/image_0050.jpg', 85]
['/home/shijiaying/caffe/mjzfile/datatest/val/emu/image_0013.jpg', 35]
['/home/shijiaying/caffe/mjzfile/datatest/val/emu/image_0051.jpg', 35]
['/home/shijiaying/caffe/mjzfile/datatest/val/emu/image_0053.jpg', 35]
['/home/shijiaying/caffe/mjzfile/datatest/val/emu/image_0003.jpg', 35]
['/home/shijiaying/caffe/mjzfile/datatest/val/emu/image_0008.jpg', 35]
['/home/shijiaying/caffe/mjzfile/datatest/val/emu/image_0046.jpg', 35]
['/home/shijiaying/caffe/mjzfile/datatest/val/emu/image_0034.jpg', 35]
['/home/shijiaying/caffe/mjzfile/datatest/val/emu/image_0042.jpg', 35]
['/home/shijiaying/caffe/mjzfile/datatest/val/emu/image_0016.jpg', 35]
['/home/shijiaying/caffe/mjzfile/datatest/val/emu/image_0033.jpg', 35]
['/home/shijiaying/caffe/mjzfile/datatest/val/emu/image_0028.jpg', 35]
['/home/shijiaying/caffe/mjzfile/datatest/val/emu/image_0052.jpg', 35]
['/home/shijiaying/caffe/mjzfile/datatest/val/emu/image_0038.jpg', 35]
['/home/shijiaying/caffe/mjzfile/datatest/val/emu/image_0040.jpg', 35]
['/home/shijiaying/caffe/mjzfile/datatest/val/emu/image_0006.jpg', 35]
['/home/shijiaying/caffe/mjzfile/datatest/val/hedgehog/image_0009.jpg', 36]
['/home/shijiaying/caffe/mjzfile/datatest/val/hedgehog/image_0002.jpg', 36]
['/home/shijiaying/caffe/mjzfile/datatest/val/hedgehog/image_0047.jpg', 36]
['/home/shijiaying/caffe/mjzfile/datatest/val/hedgehog/image_0026.jpg', 36]
['/home/shijiaying/caffe/mjzfile/datatest/val/hedgehog/image_0039.jpg', 36]
['/home/shijiaying/caffe/mjzfile/datatest/val/hedgehog/image_0036.jpg', 36]
['/home/shijiaying/caffe/mjzfile/datatest/val/hedgehog/image_0010.jpg', 36]
['/home/shijiaying/caffe/mjzfile/datatest/val/hedgehog/image_0013.jpg', 36]
['/home/shijiaying/caffe/mjzfile/datatest/val/hedgehog/image_0035.jpg', 36]
['/home/shijiaying/caffe/mjzfile/datatest/val/hedgehog/image_0003.jpg', 60]
['/home/shijiaying/caffe/mjzfile/datatest/val/hedgehog/image_0049.jpg', 85]
['/home/shijiaying/caffe/mjzfile/datatest/val/hedgehog/image_0008.jpg', 36]
['/home/shijiaying/caffe/mjzfile/datatest/val/hedgehog/image_0046.jpg', 36]
['/home/shijiaying/caffe/mjzfile/datatest/val/hedgehog/image_0014.jpg', 36]
['/home/shijiaying/caffe/mjzfile/datatest/val/hedgehog/image_0034.jpg', 36]
['/home/shijiaying/caffe/mjzfile/datatest/val/hedgehog/image_0030.jpg', 36]
['/home/shijiaying/caffe/mjzfile/datatest/val/hedgehog/image_0027.jpg', 36]
['/home/shijiaying/caffe/mjzfile/datatest/val/hedgehog/image_0015.jpg', 36]
['/home/shijiaying/caffe/mjzfile/datatest/val/hedgehog/image_0028.jpg', 36]
['/home/shijiaying/caffe/mjzfile/datatest/val/hedgehog/image_0048.jpg', 0]
['/home/shijiaying/caffe/mjzfile/datatest/val/hedgehog/image_0044.jpg', 36]
['/home/shijiaying/caffe/mjzfile/datatest/val/hedgehog/image_0038.jpg', 60]
['/home/shijiaying/caffe/mjzfile/datatest/val/hedgehog/image_0006.jpg', 36]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0097.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0074.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0009.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0085.jpg', 22]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0002.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0018.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0047.jpg', 72]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0023.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0045.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0111.jpg', 51]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0094.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0078.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0026.jpg', 72]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0043.jpg', 3]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0031.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0039.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0036.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0096.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0073.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0055.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0061.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0068.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0083.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0050.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0056.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0011.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0115.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0010.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0029.jpg', 3]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0070.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0065.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0112.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0013.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0019.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0082.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0054.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0122.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0088.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0004.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0121.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0051.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0057.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0037.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0020.jpg', 30]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0120.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0053.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0003.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0124.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0024.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0089.jpg', 36]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0117.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0049.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0093.jpg', 60]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0090.jpg', 68]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0087.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0079.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0075.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0062.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0017.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0109.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0008.jpg', 30]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0014.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0128.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0107.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0116.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0123.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0030.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0103.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0106.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0042.jpg', 22]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0033.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0101.jpg', 76]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0108.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0098.jpg', 44]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0041.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0081.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0071.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0032.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0125.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0077.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0028.jpg', 53]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0076.jpg', 84]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0048.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0105.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0110.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0100.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0058.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0052.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0044.jpg', 74]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0001.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0086.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0038.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0092.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0095.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0040.jpg', 7]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0084.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/bonsai/image_0006.jpg', 37]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0085.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0018.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0047.jpg', 72]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0045.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0022.jpg', 90]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0078.jpg', 49]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0043.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0031.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0069.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0036.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0073.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0061.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0068.jpg', 90]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0056.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0011.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0010.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0029.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0070.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0065.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0067.jpg', 41]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0063.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0080.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0064.jpg', 39]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0019.jpg', 31]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0082.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0035.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0088.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0004.jpg', 22]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0051.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0037.jpg', 31]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0003.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0059.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0024.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0089.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0049.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0090.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0079.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0025.jpg', 49]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0005.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0008.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0014.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0034.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0091.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0030.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0033.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0027.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0041.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0081.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0071.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0032.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0015.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0028.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0060.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0052.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0086.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0038.jpg', 52]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0072.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0040.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0066.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/butterfly/image_0006.jpg', 38]
['/home/shijiaying/caffe/mjzfile/datatest/val/electric_guitar/image_0002.jpg', 32]
['/home/shijiaying/caffe/mjzfile/datatest/val/electric_guitar/image_0047.jpg', 39]
['/home/shijiaying/caffe/mjzfile/datatest/val/electric_guitar/image_0023.jpg', 54]
['/home/shijiaying/caffe/mjzfile/datatest/val/electric_guitar/image_0045.jpg', 28]
['/home/shijiaying/caffe/mjzfile/datatest/val/electric_guitar/image_0022.jpg', 39]
['/home/shijiaying/caffe/mjzfile/datatest/val/electric_guitar/image_0043.jpg', 39]
